Name|Age|Hometown|Boarded|Destination|Lifeboat|Body|Pclass|Survived|CrewDept|Position|Gender
Ovies y Rodriguez, Mr. Servando José Florentino|36|Havana, Cuba|Cherbourg|Havana, Cuba||189MB|1|FALSE|||M
Parr, Mr. William Henry Marsh[60]|29|Belfast, Ireland, UK|Belfast|New York, New York, US|||1|FALSE|||M
Partner, Mr. Austin|40|Tolworth, London, England, UK|Southampton|Toronto, Ontario, Canada||166MB|1|FALSE|||M
Pears, Mr. Thomas Clinton|29|Isleworth, London, England, UK|Southampton|New York, New York, US|||1|FALSE|||M
Pears, Mrs. Edith (née Wearne)|22|Isleworth, London, England, UK|Southampton|New York, New York, US|8||1|TRUE|||F
Peñasco y Castellana, Mr. Victor|24|Madrid, Spain|Cherbourg|New York, New York, US|||1|FALSE|||M
Peñasco y Castellana, Mrs. Maria Josefa (née Perez de Soto y Vallejo)|22|Madrid, Spain|Cherbourg|New York, New York, US|8||1|TRUE|||F
and maid, Doña Fermina Oliva y Ocana|39|Madrid, Spain|Cherbourg|New York, New York, US|8||1|TRUE|||F
Peuchen, Major Arthur Godfrey|52|Toronto, Ontario, Canada|Southampton|Toronto, Ontario, Canada|6||1|TRUE|||M
Porter, Mr. Walter Chamberlain|46|Worcester, Massachusetts, US|Southampton|Worcester, Massachusetts, US||207MB|1|FALSE|||M
Potter, Mrs. Lily Alexenia (née Wilson)|56|Philadelphia, Pennsylvania, US|Cherbourg|Philadelphia, Pennsylvania, US|7||1|TRUE|||F
Reuchlin, The Honourable Mr. Johan George|38|Rotterdam, The Netherlands|Southampton|New York, New York, US|||1|FALSE|||M
Rheims, Mr. George Alexander Lucien|36|Paris, France|Southampton|New York, New York, US|A||1|TRUE|||M
Robert, Mrs. Elisabeth Walton (née McMillan)|43|St Louis, Missouri, US|Southampton|St Louis, Missouri, US|2||1|TRUE|||F
and maid, Miss Emilie Kreuchen|29|St Louis, Missouri, US|Southampton|St Louis, Missouri, US|2||1|TRUE|||F
Roebling, Mr. Washington Augustus II|31|Trenton, New Jersey, US|Southampton|Trenton, New Jersey, US|||1|FALSE|||M
Romaine, Mr. Charles Hallance (alias C. Rolmane)|45|New York, New York, US|Southampton|New York, New York, US|9||1|TRUE|||M
Rood, Mr. Hugh Roscoe|38|Seattle, Washington, US|Southampton|Seattle, Washington, US|||1|FALSE|||M
Rosenbaum, Miss Edith Louise|34|Paris, France|Cherbourg|Cincinnati, Ohio, US|11||1|TRUE|||F
Rosenshine, Mr. George (alias George Thorne)|46|New York, New York, US|Cherbourg|New York, New York, US||16MB|1|FALSE|||M
Ross, Mr. John Hugo|36|Winnipeg, Manitoba, Canada|Southampton|Winnipeg, Manitoba, Canada|||1|FALSE|||M
Rothschild, Mr. Martin|46|New York, New York, US|Cherbourg|New York, New York, US|||1|FALSE|||M
Rothschild, Mrs. Elizabeth Jane Anne (née Barrett)|54|New York, New York, US|Cherbourg|New York, New York, US|6||1|TRUE|||F
Rowe, Mr. Alfred G.|59|Liverpool, Merseyside, England, UK|Southampton|New York, New York, US||109MB|1|FALSE|||M
Ryerson, Mr. Arthur Larned|61|Cooperstown, New York, US|Cherbourg|Cooperstown, New York, US|||1|FALSE|||M
Ryerson, Mrs. Emily Maria (née Borie)|48|Cooperstown, New York, US|Cherbourg|Cooperstown, New York, US|4||1|TRUE|||F
and maid, Miss Victorine Chaudanson|36|Cooperstown, New York, US|Cherbourg|Cooperstown, New York, US|4||1|TRUE|||F
"Ryerson, Miss Susan Parker ""Suzette"""|21|Cooperstown, New York, US|Cherbourg|Cooperstown, New York, US|4||1|TRUE|||F
Ryerson, Miss Emily Borie|18|Cooperstown, New York, US|Cherbourg|Cooperstown, New York, US|4||1|TRUE|||F
"Ryerson, Master John Borie ""Jack"""|13|Cooperstown, New York, US|Cherbourg|Cooperstown, New York, US|4||1|TRUE|||M
and governess, Miss Grace Scott Bowen|45|Cooperstown, New York, US|Cherbourg|Cooperstown, New York, US|4||1|TRUE|||F
Saalfeld, Mr. Adolphe|47|Manchester, England, UK|Southampton|New York, New York, US|3||1|TRUE|||M
Salomon, Mr. Abraham Lincoln|43|New York, New York, US|Cherbourg|New York, New York, US|1||1|TRUE|||M
Schabert, Mrs. Emma (née Mock)|35|Hamburg, German Empire[note 2]|Southampton|New York, New York, US|11||1|TRUE|||F
Seward, Mr. Frederic Kimber|34|New York, New York, US|Southampton|New York, New York, US|7||1|TRUE|||M
Silverthorne, Mr. Spencer Victor|35|St Louis, Missouri, US|Southampton|St Louis, Missouri, US|5||1|TRUE|||M
Silvey, Mr. William Baird|50|Duluth, Minnesota, US|Cherbourg|Duluth, Minnesota, US|||1|FALSE|||M
Silvey, Mrs. Alice (née Munger)|39|Duluth, Minnesota, US|Cherbourg|Duluth, Minnesota, US|11||1|TRUE|||F
Simonius-Blumer, Colonel Alfons|56|Basel, Switzerland|Southampton|New York, New York, US|3||1|TRUE|||M
Sloper, Mr. William Thompson|28|New Britain, Connecticut, US|Southampton|New Britain, Connecticut, US|7||1|TRUE|||M
Smart, Mr. John Montgomery|56|Kildale, North Yorkshire, England, UK|Southampton|New York, New York, US|||1|FALSE|||M
Smith, Mr. James Clinch|56|Paris, France|Cherbourg|Long Island, New York, US|||1|FALSE|||M
Smith, Mr. Lucien Philip|24|Huntington, West Virginia, US|Cherbourg|Huntington, West Virginia, US|||1|FALSE|||M
Smith, Mrs. Mary Eloise (née Hughes)[62][73]|18|Huntington, West Virginia, US|Cherbourg|Huntington, West Virginia, US|6||1|TRUE|||F
Smith, Mr. Richard William|57|Streatham, London, England, UK|Southampton|New York, New York, US|||1|FALSE|||M
Snyder, Mr. John Pillsbury|24|Minneapolis, Minnesota, US|Southampton|Minneapolis, Minnesota, US|7||1|TRUE|||M
Snyder, Mrs. Nellie (née Stevenson)|23|Minneapolis, Minnesota, US|Southampton|Minneapolis, Minnesota, US|7||1|TRUE|||F
Spedden, Mr. Frederic Oakley|45|Tuxedo Park, New York, US|Cherbourg|Tuxedo Park, New York, US|3||1|TRUE|||M
Spedden, Mrs. Margaretta Corning (née Stone)|39|Tuxedo Park, New York, US|Cherbourg|Tuxedo Park, New York, US|3||1|TRUE|||F
and maid, Miss Helen Alice Wilson|31|Tuxedo Park, New York, US|Cherbourg|Tuxedo Park, New York, US|3||1|TRUE|||F
Spedden, Master Robert Douglas|6|Tuxedo Park, New York, US|Cherbourg|Tuxedo Park, New York, US|3||1|TRUE|||M
and nurse, Miss Elizabeth Margaret Burns|41|Tuxedo Park, New York, US|Cherbourg|Tuxedo Park, New York, US|3||1|TRUE|||F
Spencer, Mr. William Augustus|57|New York, New York, US|Cherbourg|New York, New York, US|||1|FALSE|||M
Spencer, Mrs. Marie Eugénie (née Demougeot)|45|New York, New York, US|Cherbourg|New York, New York, US|6||1|TRUE|||F
and maid, Miss Eugenie Elise Lurette|59|New York, New York, US|Cherbourg|New York, New York, US|6||1|TRUE|||F
Stähelin-Maeglin, Dr. Max|32|Basel, Switzerland|Southampton|New York, New York, US|3||1|TRUE|||M
Stead, Mr. William Thomas|62|London, England, UK|Southampton|New York, New York, US|||1|FALSE|||M
Stengel, Mr. Charles Emil Henry|54|Newark, New Jersey, US|Cherbourg|Newark, New Jersey, US|1||1|TRUE|||M
Stengel, Mrs. Annie May (née Morris)|44|Newark, New Jersey, US|Cherbourg|Newark, New Jersey, US|5||1|TRUE|||F
Stephenson, Mrs. Martha (née Eustis)|52|Paris, France|Cherbourg|Haverford, Pennsylvania, US|4||1|TRUE|||F
Stewart, Mr. Albert A.|54|Cincinnati, Ohio, US|Cherbourg|Gallipolis, Ohio, US|||1|FALSE|||M
Stone, Mrs. Martha Evelyn (née Stevens)|62|New York, New York, US|Southampton|New York, New York, US|6||1|TRUE|||F
"and maid, Miss Amelie ""Amelia"" Icard"|38|New York, New York, US|Southampton|New York, New York, US|6||1|TRUE|||F
Straus, Mr. Isidor|67|New York, New York, US|Southampton|New York, New York, US||96MB|1|FALSE|||M
and valet, Mr. John Farthing|57|New York, New York, US|Southampton|New York, New York, US|||1|FALSE|||M
Straus, Mrs. Rosalie Ida (née Blun)|63|New York, New York, US|Southampton|New York, New York, US|||1|FALSE|||F
and maid, Miss Ellen Bird|31|New York, New York, US|Southampton|New York, New York, US|8||1|TRUE|||F
Sutton, Mr. Frederick|61|Haddonfield, New Jersey, US|Southampton|Haddonfield, New Jersey, US||46MB|1|FALSE|||M
Swift, Mrs. Margaret Welles (née Barron)|46|New York, New York, US|Southampton|New York, New York, US|8||1|TRUE|||F
Taussig, Mr. Emil|52|New York, New York, US|Southampton|New York, New York, US|||1|FALSE|||M
Taussig, Mrs. Tillie (née Mandelbaum)|39|New York, New York, US|Southampton|New York, New York, US|8||1|TRUE|||F
Taussig, Miss Ruth|18|New York, New York, US|Southampton|New York, New York, US|8||1|TRUE|||F
Taylor, Mr. Elmer Zebley|48|London, England, UK|Southampton|East Orange, New Jersey, US|5||1|TRUE|||M
Taylor, Mrs. Juliet Cummins (née Wright)|48|London, England, UK|Southampton|East Orange, New Jersey, US|5||1|TRUE|||F
Thayer, Mr. John Borland II|49|Haverford, Pennsylvania, US|Cherbourg|Haverford, Pennsylvania, US|||1|FALSE|||M
Thayer, Mrs. Marian Longsteth (née Morris)|39|Haverford, Pennsylvania, US|Cherbourg|Haverford, Pennsylvania, US|4||1|TRUE|||F
and maid, Miss Margaret Fleming|42|Haverford, Pennsylvania, US|Cherbourg|Haverford, Pennsylvania, US|4||1|TRUE|||F
"Thayer, Mr. John Borland ""Jack"" III"|17|Haverford, Pennsylvania, US|Cherbourg|Haverford, Pennsylvania, US|B||1|TRUE|||M
Thorne, Mrs. Gertrude Maybelle (née McMinn)|37|New York, New York, US|Cherbourg|New York, New York, US|D||1|TRUE|||F
Tucker, Mr. Gilbert Milligan Jr.|31|Albany, New York, US|Cherbourg|Albany, New York, US|7||1|TRUE|||M
Uruchurtu, Don Manuel E.|40|Mexico City, Mexico|Cherbourg|Mexico City, Mexico|||1|FALSE|||M
Van der Hoef, Mr. Wyckoff|61|Brooklyn, New York, US|Belfast|Brooklyn, New York, US||245MB|1|FALSE|||M
Walker, Mr. William Anderson|48|East Orange, New Jersey, US|Southampton|East Orange, New Jersey, US|||1|FALSE|||M
Warren, Mr. Frank Manley|63|Portland, Oregon, US|Cherbourg|Portland, Oregon, US|||1|FALSE|||M
Warren, Mrs. Anna Sophia (née Atkinson)|60|Portland, Oregon, US|Cherbourg|Portland, Oregon, US|5||1|TRUE|||F
Weir, Colonel John|59|New York, New York, US|Southampton|New York, New York, US|||1|FALSE|||M
White, Mr. Percival Wayland|54|Brunswick, Maine, US|Southampton|Brunswick, Maine, US|||1|FALSE|||M
White, Mr. Richard Frasar|21|Brunswick, Maine, US|Southampton|Brunswick, Maine, US||169MB|1|FALSE|||M
White, Mrs. Ella (née Holmes)|55|New York, New York, US|Cherbourg|New York, New York, US|8||1|TRUE|||F
"and maid, Miss Amelia Mayo ""Nellie"" Bessette"|39|New York, New York, US|Cherbourg|New York, New York, US|8||1|TRUE|||F
and manservant, Mr. Sante Righini|22|New York, New York, US|Cherbourg|New York, New York, US||232MB|1|FALSE|||M
Wick, Colonel George Dennick|58|Youngstown, Ohio, US|Southampton|Youngstown, Ohio, US|||1|FALSE|||M
Wick, Mrs. Mary (née Hitchcock)|45|Youngstown, Ohio, US|Southampton|Youngstown, Ohio, US|8||1|TRUE|||F
Wick, Miss Mary Natalie|31|Youngstown, Ohio, US|Southampton|Youngstown, Ohio, US|8||1|TRUE|||F
Widener, Mr. George Dunton|50|Philadelphia, Pennsylvania, US|Southampton|Philadelphia, Pennsylvania, US|||1|FALSE|||M
and valet, Mr. Edwin Herbert Keeping|33|Philadelphia, Pennsylvania, US|Southampton|Philadelphia, Pennsylvania, US||45MB|1|FALSE|||M
Widener, Mrs. Eleanor (née Elkins)|50|Philadelphia, Pennsylvania, US|Southampton|Philadelphia, Pennsylvania, US|4||1|TRUE|||F
"and maid, Miss Amalie Henriette ""Emily"" Gieger"|35|Philadelphia, Pennsylvania, US|Southampton|Philadelphia, Pennsylvania, US|4||1|TRUE|||F
Widener, Mr. Harry Elkins|27|Philadelphia, Pennsylvania, US|Southampton|Philadelphia, Pennsylvania, US|||1|FALSE|||M
Willard, Miss Constance|21|Duluth, Minnesota, US|Southampton|Duluth, Minnesota, US|8||1|TRUE|||F
Williams, Mr. Charles Duane|51|Geneva, Switzerland|Cherbourg|Radnor, Pennsylvania, US|||1|FALSE|||M
Williams, Mr. Richard Norris II|21|Geneva, Switzerland|Cherbourg|Radnor, Pennsylvania, US|A||1|TRUE|||M
Woolner, Mr. Hugh|45|London, England, UK|Southampton|New York, New York, US|D||1|TRUE|||M
Wright, Mr. George|62|Halifax, Nova Scotia, Canada|Southampton|Halifax, Nova Scotia, Canada|||1|FALSE|||M
Young, Miss Marie Grice|36|New York, New York, US|Cherbourg|New York, New York, US|8||1|TRUE|||F
Abelson, Mr. Samuel|30|Russia|Cherbourg|New York, New York, US|||2|FALSE|||M
Abelson, Mrs. Anna (née Wizosky?)|28|Russia|Cherbourg|New York, New York, US|10||2|TRUE|||F
Andrew, Mr. Edgar Samuel|17|San Ambrosio, Córdoba, Argentina|Southampton|Trenton, New Jersey, US|||2|FALSE|||M
Andrew, Mr. Frank Thomas|30|Redruth, Cornwall, England|Southampton|Houghton, Michigan, US|||2|FALSE|||M
Angle, Mr. William A.|32|Warwick, Warwickshire, England|Southampton|New York City|||2|FALSE|||M
"Angle, Mrs. Florence Agnes ""Mary"" (née Hughes)"|36|Warwick, Warwickshire, England|Southampton|New York City|11||2|TRUE|||F
Ashby, Mr. John|57|West Hoboken, New Jersey, US|Southampton|West Hoboken, New Jersey, US|||2|FALSE|||M
Bailey, Mr. Percy Andrew|18|Penzance, Cornwall, England|Southampton|Akron, Ohio, US|||2|FALSE|||M
Bainbrigge, Mr. Charles Robert|23|Saint Peter Port, Guernsey, Channel Islands|Southampton|New York City|||2|FALSE|||M
Ball, Mrs. Ada E. (née Hall)|36|Bristol, Avon, England|Southampton|Jacksonville, Florida, US|10||2|TRUE|||F
Banfield, Mr. Frederick James|28|Plymouth, Devon, England|Southampton|Houghton, Michigan, US|||2|FALSE|||M
Bateman, Reverend Robert James|51|Jacksonville, Florida, US|Southampton|Jacksonville, Florida, US||174MB|2|FALSE|||M
Beane, Mr. Edward|32|New York City|Southampton|New York City|13||2|TRUE|||M
Beane. Mrs. Ethel (née Clarke)|19|Norwich, Norfolk, England|Southampton|New York City|13||2|TRUE|||F
Beauchamp, Mr. Henry James|28|London, England, UK|Southampton|New York City||194MB|2|FALSE|||M
Becker, Mrs. Nellie E. (née Baumgardner)|35|Guntur, Madras Province, British India[note 3]|Southampton|Benton Harbor, Michigan, US|11||2|TRUE|||F
Becker, Miss Ruth Elizabeth|12|Guntur, Madras Province, British India|Southampton|Benton Harbor, Michigan, US|13||2|TRUE|||F
Becker, Miss Marion Louise|4|Guntur, Madras Province, British India|Southampton|Benton Harbor, Michigan, US|11||2|TRUE|||F
Becker, Master Richard Frederick|1|Guntur, Madras Province, British India|Southampton|Benton Harbor, Michigan, US|11||2|TRUE|||M
Beesley, Mr. Lawrence|34|London, England, UK|Southampton|Toronto, Ontario, Canada|13||2|TRUE|||M
Bentham, Miss Lillian W.|19|Rochester, New York, US|Southampton|Rochester, New York, US|12||2|TRUE|||F
Berriman, Mr. William John|23|St. Ives, Cornwall, England|Southampton|Calumet, Michigan, US|||2|FALSE|||M
Botsford, Mr. William Hull|25|Orange, New Jersey, US|Southampton|Orange, New Jersey, US|||2|FALSE|||M
Bowenur, Mr. Solomon|42|London, England|Southampton|New York City|||2|FALSE|||M
Bracken, Mr. James H.|29|Lake Arthur, New Mexico, US|Southampton|Lake Arthur, New Mexico, US|||2|FALSE|||M
Brailey, Mr. W. Theodore Ronald[60]|24|London, England|Southampton|New York City|||2|FALSE|||M
Bricoux, Mr. Roger Marie[60]|20|Monte Carlo, Monaco|Southampton|New York City|||2|FALSE|||M
Brito, Mr. José Joaquim|32|Madeira, Portugal|Southampton|São Paulo, Brazil|||2|FALSE|||M
Brown, Mr. Thomas William Solomon|60|Cape Town, South Africa, UK[note 4]|Southampton|Seattle, Washington, US|||2|FALSE|||M
Brown, Mrs. Elizabeth Catherine (née Ford)|40|Cape Town, South Africa, UK|Southampton|Seattle, Washington, US|14||2|TRUE|||F
Brown, Miss Edith Eileen|15|Cape Town, South Africa, UK|Southampton|Seattle, Washington, US|14||2|TRUE|||F
Bryhl, Mr. Kurt Arnold Gottfrid|25|Skara, Västergötland, Sweden|Southampton|Rockford, Illinois, US|||2|FALSE|||M
Bryhl, Miss Dagmar Jenny Ingeborg|20|Skara, Västergötland, Sweden|Southampton|Rockford, Illinois, US|12||2|TRUE|||F
Buss, Miss Kate|36|Sittingbourne, Kent, England|Southampton|San Francisco, US|9||2|TRUE|||F
Butler, Mr. Reginald Fenton|25|Southsea, Hampshire, England|Southampton|New York City||97MB|2|FALSE|||M
Byles, Father Thomas Roussel Davids|42|London, England|Southampton|Jacksonville, Florida, US|||2|FALSE|||M
Byström, Miss Karolina|42|New York City|Southampton|New York City|?||2|TRUE|||F
Caldwell, Mr. Albert Francis|26|Bangkok, Siam[note 5]|Southampton|Roseville, Illinois, US|13||2|TRUE|||M
Caldwell, Mrs. Sylvia Mae (née Harbaugh)|28|Bangkok, Siam|Southampton|Roseville, Illinois, US|13||2|TRUE|||F
Caldwell, Master Alden Gates|0.8333|Bangkok, Siam|Southampton|Roseville, Illinois, US|13||2|TRUE|||M
Cameron, Miss Clear Annie|35|London, England, UK|Southampton|Mamaronek, New York, US|14||2|TRUE|||F
Campbell, Mr. William Henry[60]|21|Belfast, Ireland|Belfast|New York City|||2|FALSE|||M
Carbines, Mr. William|19|St. Ives, Cornwall, England|Southampton|Houghton, Michigan, US||18MB|2|FALSE|||M
Carter, Father Ernest Courtenay|54|London, England, UK|Southampton|New York City|||2|FALSE|||M
Carter, Mrs. Lilian (née Hughes)|45|London, England, UK|Southampton|New York City|||2|FALSE|||F
Chapman, Mr. Charles Henry|52|Bronx, New York, US|Southampton|Bronx, New York, US||130MB|2|FALSE|||M
Chapman, Mr. John Henry|36|Liskeard, Cornwall, England|Southampton|Spokane, Washington, US||17MB|2|FALSE|||M
Chapman, Mrs. Sara Elizabeth (née Lawry)|28|Liskeard, Cornwall, England|Southampton|Spokane, Washington, US|||2|FALSE|||F
Christy, Mrs. Alice Frances|45|London, England, UK|Southampton|Montreal, Quebec, Canada|12||2|TRUE|||F
Christy, Miss Rachel Julie Cohen|25|London, England, UK|Southampton|Montreal, Quebec, Canada|12||2|TRUE|||F
Clarke, Mr. Charles Valentine|29|Netley Abbey, Hampshire, England|Southampton|San Francisco, California, US|||2|FALSE|||M
Clarke, Mrs. Ada Maria|28|Netley Abbey, Hampshire, England|Southampton|San Francisco, California, US|14||2|TRUE|||F
Clarke, Mr. John Frederick Preston[60]|30|Liverpool, Merseyside, England|Southampton|New York City||202MB|2|FALSE|||M
Coleridge, Mr. Reginald Charles|29|London, England|Southampton|Detroit, Michigan, US|||2|FALSE|||M
Collander, Mr. Erik Gustaf|27|Helsinki, Finland, Russian Empire[note 6]|Southampton|Ashtabula, Ohio, US|||2|FALSE|||M
Collett, Mr. Sidney Clarence Stuart|25|London, England|Southampton|Port Byron, New York, US|9||2|TRUE|||M
Collyer, Mr. Harvey|31|Bishopstoke, Hampshire, England|Southampton|Payette, Idaho, US|||2|FALSE|||M
Collyer, Mrs. Charlotte Annie (née Tate)|31|Bishopstoke, Hampshire, England|Southampton|Payette, Idaho, US|14||2|TRUE|||F
"Collyer, Miss Marjorie Charlotte ""Lottie"""|8|Bishopstoke, Hampshire, England|Southampton|Payette, Idaho, US|14||2|TRUE|||F
Cook, Mrs. Selena (née Rogers)|22|Oxford, Oxfordshire, England|Southampton|New York City|14||2|TRUE|||F
Corbett, Mrs. Irene (née Colvin)|30|Provo, Utah, US|Southampton|Provo, Utah, US|||2|FALSE|||F
Corey, Mrs. Mary Phyllis Elizabeth (née Miller)|30|Pittsburgh, Pennsylvania, US|Southampton|Pittsburgh, Pennsylvania, US|||2|FALSE|||F
"Cotterill, Mr. Henry ""Harry"""|20|Penzance, Cornwall, England|Southampton|Akron, Ohio, US|||2|FALSE|||M
Cunningham, Mr. Alfred Fleming[60]|21|Belfast, Ireland|Belfast|New York City|||2|FALSE|||M
Davies, Mr. Charles Henry|21|Lyndhurst, Hampshire, England|Southampton|Eden, Manitoba, Canada|||2|FALSE|||M
Davies, Mrs. Elizabeth Agnes Mary (née White)|48|St. Ives, Cornwall, England|Southampton|Houghton, Michigan, US|14||2|TRUE|||F
Davies, Master John Morgan Jr.|8|St. Ives, Cornwall, England, UK|Southampton|Houghton, Michigan, US|14||2|TRUE|||M
Davis, Miss Mary|28|London, England, UK|Southampton|Tottenville, New York, US|13||2|TRUE|||F
Deacon, Mr. Percy William|20|Fritham, Hampshire, England, UK|Southampton|Boston, Massachusetts, US|||2|FALSE|||M
del Carlo, Mr. Sebastiano|29|Montecarlo, Lucca, Tuscany, Italy|Cherbourg|Chicago, Illinois, US||295MB|2|FALSE|||M
del Carlo, Mrs. Argene (née Genovesi)[62][74]|24|Montecarlo, Lucca, Tuscany, Italy|Cherbourg|Chicago, Illinois, US|11||2|TRUE|||F
"Denbuoy, Mr. Albert ""Herbert"""|25|Guernsey, Channel Islands, UK|Southampton|Elizabeth, New Jersey, US|||2|FALSE|||M
Dibden, Mr. William|18|Lyndhurst, Hampshire, England|Southampton|Eden, Manitoba, Canada|||2|FALSE|||M
Doling, Mrs. Ada Julia (née Bone)|34|Southampton, Hampshire, England, UK|Southampton|New York City|?||2|TRUE|||F
Doling, Miss Elsie|19|Southampton, Hampshire, England, UK|Southampton|New York City|?||2|TRUE|||F
Douton, Mr. William Joseph|55|Rochester, New York, US|Southampton|Rochester, New York, US|||2|FALSE|||M
Drew, Mr. James Vivian|42|Greenport, New York, US|Southampton|Greenport, New York, US|||2|FALSE|||M
Drew, Mrs. Lulu Thorne (née Christian)|34|Greenport, New York, US|Southampton|Greenport, New York, US|10||2|TRUE|||F
Drew, Master Marshall Brines|8|Greenport, New York, US|Southampton|Greenport, New York, US|10||2|TRUE|||M
Duran y More, Miss Florentina|30|Barcelona, Catalonia, Spain|Cherbourg|Havana, Cuba|12||2|TRUE|||F
